,Nb_iterations,Results
0,50,3.2852903004679295
1,100,4.145051336649378
2,150,4.242200989694975
3,200,4.091735736113082
4,250,3.940405349394414
5,300,3.972744237244302
6,350,3.7580389877926197
7,400,3.5641715215861507
8,450,3.559933778517478
9,500,3.3793689830508185
10,550,3.343008925862929
11,600,3.3802069577179394
12,650,3.2320649273020163
13,700,3.1510140208590953
14,750,3.2627285779475272
15,800,3.2837068145948645
16,850,3.1610697442749336
17,900,3.1014349280920364
18,950,3.1493652165474657
19,1000,3.1609837767642186
20,1050,3.151042025553523
21,1100,3.136577229223723
22,1150,3.1765314678805256
23,1200,3.1698186854521446
24,1250,3.16737928661761
25,1300,3.146087773297755
26,1350,3.121036586525988
27,1400,3.173331123057274
28,1450,3.229514550179067
29,1500,3.277504402025375
30,1550,3.308897859564479
31,1600,3.313435798394888
32,1650,3.3224204120146643
33,1700,3.3419600080634506
34,1750,3.321890192934114
35,1800,3.337752527945638
36,1850,3.354480850134176
37,1900,3.32246848779571
38,1950,3.301280963930557
39,2000,3.3030759093646567
40,2050,3.2810044146077812
41,2100,3.2809786160296652
42,2150,3.245870753153205
43,2200,3.2379082017571865
44,2250,3.2311749398625227
45,2300,3.224715354480074
46,2350,3.2271049425616036
47,2400,3.2448625261834145
48,2450,3.2304394698819747
49,2500,3.220712137110541
50,2550,3.232456992904402
51,2600,3.222543477348324
52,2650,3.2374037161357196
53,2700,3.2272140748998255
54,2750,3.2390527513467084
55,2800,3.2637704714646576
56,2850,3.2488743885069367
57,2900,3.239158671896955
58,2950,3.2296989893924914
59,3000,3.2081765250268215
60,3050,3.205184965760892
61,3100,3.195445133456038
62,3150,3.1919743647080328
63,3200,3.2194548219182995
64,3250,3.2011283308464393
65,3300,3.2080561229226667
66,3350,3.21175932319587
67,3400,3.2110470096272374
68,3450,3.2121304071929027
69,3500,3.2180752019550805
70,3550,3.216369483725775
71,3600,3.205089706777435
72,3650,3.2081386676851995
73,3700,3.2005031722725423
74,3750,3.202855854990849
75,3800,3.191176129008598
76,3850,3.1907486881042173
77,3900,3.187777005960404
78,3950,3.183441147714303
79,4000,3.179798302395081
80,4050,3.1998445517596266
81,4100,3.2028006740669173
82,4150,3.2031674740687466
83,4200,3.2258597625733323
84,4250,3.219048102870715
85,4300,3.2381808272753556
86,4350,3.2412717509022726
87,4400,3.2277916038668493
88,4450,3.2219813086720674
89,4500,3.2244412914653684
90,4550,3.2445401471819744
91,4600,3.2502362235067017
92,4650,3.2390563286306957
93,4700,3.246019614204051
94,4750,3.2517229793133087
95,4800,3.2302668834539343
96,4850,3.2286062465151004
97,4900,3.2127906231130154
98,4950,3.2125014428410776
99,5000,3.2112516122621475
100,5050,3.2212584521322807
101,5100,3.215834618656037
102,5150,3.208236180344087
103,5200,3.207044184887596
104,5250,3.2034060365079333
105,5300,3.201760102981315
106,5350,3.1934353876557426
107,5400,3.194767784865427
108,5450,3.1980259470869044
109,5500,3.1860470302534036
110,5550,3.198466024735453
111,5600,3.213809445728826
112,5650,3.2290987612063438
113,5700,3.2342634385884037
114,5750,3.220213658751553
115,5800,3.2204526155957396
116,5850,3.21134466356311
117,5900,3.201288917620373
118,5950,3.202102954532005
119,6000,3.1950626177224852
120,6050,3.185021373818336
121,6100,3.194557923274202
122,6150,3.1933174272075973
123,6200,3.1936690734265825
124,6250,3.195393784920217
125,6300,3.2044729447534794
126,6350,3.2037344135536774
127,6400,3.1941994949260453
128,6450,3.2056259043052338
129,6500,3.218370176953977
130,6550,3.225190004740038
131,6600,3.2225123733970826
132,6650,3.22892150807805
133,6700,3.2406422024350845
134,6750,3.245475862892653
135,6800,3.2361231994399984
136,6850,3.2388411815636076
137,6900,3.2405173594307946
138,6950,3.2447214962018505
139,7000,3.2492391813257635
140,7050,3.242156042534688
141,7100,3.2399322531726553
142,7150,3.2384985054309845
143,7200,3.2443774486961376
144,7250,3.2440192634759177
145,7300,3.2456622027607933
146,7350,3.2459209263718387
147,7400,3.2429050648761306
148,7450,3.232727225350609
149,7500,3.2295427702502932
150,7550,3.2281274197186485
151,7600,3.2394170821648345
152,7650,3.2383607467348554
153,7700,3.237080821676314
154,7750,3.237974428817973
155,7800,3.245838195315939
156,7850,3.238644951135879
157,7900,3.2355544219300247
158,7950,3.2367878305716298
159,8000,3.2351350603281115
160,8050,3.233327222938611
161,8100,3.235023224926855
162,8150,3.2368590586905577
163,8200,3.239679119620727
164,8250,3.24259337128184
165,8300,3.2405218489979624
166,8350,3.2424183022302127
167,8400,3.2384459487189017
168,8450,3.2275043259974607
169,8500,3.2195008905592477
170,8550,3.219459210263257
171,8600,3.2134485643724195
172,8650,3.2171347893887545
173,8700,3.2262450199442347
174,8750,3.216355822703822
175,8800,3.219245191788057
176,8850,3.2181724202448025
177,8900,3.2188643325967603
178,8950,3.2259300704272076
179,9000,3.2317942108000333
180,9050,3.2309200775296514
181,9100,3.230954411812144
182,9150,3.2376121794939055
183,9200,3.240483442697552
184,9250,3.241719320634851
185,9300,3.2355404163765242
186,9350,3.236781016651398
187,9400,3.239216084745037
188,9450,3.240983447881444
189,9500,3.240004814803283
190,9550,3.251504255789696
191,9600,3.2504176283158914
192,9650,3.251030895927348
193,9700,3.2511667584182815
194,9750,3.2593191489634026
195,9800,3.257511115636316
196,9850,3.2623427173236643
197,9900,3.2661224619623193
198,9950,3.259266781834035
199,10000,3.2634281372619847
200,10050,3.26420079108649
201,10100,3.256306463796375
202,10150,3.254890545638428
203,10200,3.258638383971538
204,10250,3.262752771370896
205,10300,3.2632542625965155
206,10350,3.258986423040619
207,10400,3.2597606843213196
208,10450,3.2552378025686903
209,10500,3.25606402952603
210,10550,3.2576285425305773
211,10600,3.258025005245218
212,10650,3.2526517070303425
213,10700,3.2459351771207974
214,10750,3.236733638091711
215,10800,3.2392502783557706
216,10850,3.23905054520931
217,10900,3.239204279392167
218,10950,3.236811899644351
219,11000,3.2302896615714616
220,11050,3.230806323979665
221,11100,3.2274115524031366
222,11150,3.2330050428349675
223,11200,3.2372907341039867
224,11250,3.2341415016694643
225,11300,3.230217360514832
226,11350,3.230437117338363
227,11400,3.231682053608023
228,11450,3.2389457110553224
229,11500,3.2408617650288516
230,11550,3.2377558888595375
231,11600,3.2393335890453177
232,11650,3.233933979467571
233,11700,3.2341007838640676
234,11750,3.2327762917103926
235,11800,3.2347658511480875
236,11850,3.236526673516652
237,11900,3.2370700097983005
238,11950,3.2418092022260603
239,12000,3.245506930910166
240,12050,3.2448604945889357
241,12100,3.2453229823371896
242,12150,3.2479131982527103
243,12200,3.251374792713494
244,12250,3.2483460890914806
245,12300,3.2469181203628703
246,12350,3.2436410395886717
247,12400,3.2469233308673218
248,12450,3.2511675262085844
249,12500,3.2529064894193476
250,12550,3.2488860469017418
251,12600,3.249912188255769
252,12650,3.2485856409071445
253,12700,3.2468436222796506
254,12750,3.2454441229132143
255,12800,3.2430956214081084
256,12850,3.2392477771915114
257,12900,3.2378512130188057
258,12950,3.2387958745834546
259,13000,3.235696060431351
260,13050,3.230965445755585
261,13100,3.229900921050598
262,13150,3.2330468357765247
263,13200,3.2284602191361182
264,13250,3.2295234720420227
265,13300,3.227770460568836
266,13350,3.2260279908229372
267,13400,3.218729991971533
268,13450,3.2261666858393774
269,13500,3.225224794174549
270,13550,3.2272541374779826
271,13600,3.2276637487580877
272,13650,3.2244597918703986
273,13700,3.2238004965598566
274,13750,3.2267423932968486
275,13800,3.2239818203822246
276,13850,3.223802212847863
277,13900,3.2180189351150403
278,13950,3.22172283621156
279,14000,3.2275006875135563
280,14050,3.2291946065468915
281,14100,3.2251778278512475
282,14150,3.221818178038473
283,14200,3.2253675471248067
284,14250,3.2243019144936786
285,14300,3.2217409851568246
286,14350,3.2223227204973695
287,14400,3.2269043624982623
288,14450,3.2311101664945965
289,14500,3.228557643020915
290,14550,3.2261471925889404
291,14600,3.2290060676372194
292,14650,3.225562720269782
293,14700,3.2260523316094742
294,14750,3.232451553799788
295,14800,3.235057989996331
296,14850,3.2384650171329263
297,14900,3.2377618759602425
298,14950,3.241041633813252
299,15000,3.2408388828134878
300,15050,3.240367608519694
301,15100,3.2407276023411127
302,15150,3.23840977905389
303,15200,3.23542914119566
304,15250,3.2360749239888302
305,15300,3.2340247003070997
306,15350,3.233640627812263
307,15400,3.2359760812062603
308,15450,3.231979383444276
309,15500,3.2325757457792776
310,15550,3.2285053681510716
311,15600,3.2265766894324828
312,15650,3.2278774733001963
313,15700,3.2350203070765753
314,15750,3.2374355371360304
315,15800,3.238953170781677
316,15850,3.24134081636909
317,15900,3.2401898799680398
318,15950,3.238947254460703
319,16000,3.235625736933352
320,16050,3.237692577943358
321,16100,3.235361947978119
322,16150,3.2385475986368535
323,16200,3.23879419774669
324,16250,3.241778758259826
325,16300,3.244182101046475
326,16350,3.241699500895823
327,16400,3.2438426474557076
328,16450,3.242597088274403
329,16500,3.245975514066302
330,16550,3.2487126363054064
331,16600,3.2472197260562305
332,16650,3.246670258714582
333,16700,3.2489165589481517
334,16750,3.253544640044054
335,16800,3.248792969553672
336,16850,3.2476013585359262
337,16900,3.248474077698413
338,16950,3.2515592656525794
339,17000,3.255388726142927
340,17050,3.2546363251931325
341,17100,3.2509896065584862
342,17150,3.2530318633828723
343,17200,3.256303292992946
344,17250,3.2570326755057364
345,17300,3.2558334193747904
346,17350,3.2602065865658556
347,17400,3.2584104600753623
348,17450,3.2590571951940057
349,17500,3.2560307173641307
350,17550,3.2559685197993193
351,17600,3.2542555045862964
352,17650,3.248892118236349
353,17700,3.252831924348232
354,17750,3.2536116134223296
355,17800,3.253663210237707
356,17850,3.2554307207208213
357,17900,3.2617200976234955
358,17950,3.2612096111904334
359,18000,3.2622798525581036
360,18050,3.26129479812813
361,18100,3.26480876986845
362,18150,3.2681276446546557
363,18200,3.2641535884712534
364,18250,3.2618804093903515
365,18300,3.26104098596286
366,18350,3.264162106285465
367,18400,3.2669594620340128
368,18450,3.2621240572244403
369,18500,3.2612999506164453
370,18550,3.2603380059986793
371,18600,3.2622168827080134
372,18650,3.2593604986292566
373,18700,3.264354255703617
374,18750,3.2649747055604155
375,18800,3.2635765252097966
376,18850,3.2661787200692243
377,18900,3.26615600246556
378,18950,3.2632997508991908
379,19000,3.2616942462360625
380,19050,3.262308967249259
381,19100,3.2600477598700857
382,19150,3.257637363373629
383,19200,3.2560258880981685
384,19250,3.2587100272160856
385,19300,3.2568216194233623
386,19350,3.259380534332959
387,19400,3.25906732238225
388,19450,3.2561177726290613
389,19500,3.2550356724638476
390,19550,3.2546934432232018
391,19600,3.2550127190145437
392,19650,3.252648816532415
393,19700,3.2547277081810413
394,19750,3.253711324390702
395,19800,3.253406386578942
396,19850,3.253760917741582
397,19900,3.2500321666501524
398,19950,3.2503685555480155
399,20000,3.248705705690472
400,20050,3.2509516198295274
401,20100,3.251642318260589
402,20150,3.250514209919213
403,20200,3.2517152412277794
404,20250,3.24842192742522
405,20300,3.2484797150794367
406,20350,3.246627844681779
407,20400,3.245499544737822
408,20450,3.245101847035453
409,20500,3.2425120532783027
410,20550,3.2431112237409185
411,20600,3.2451214709136758
412,20650,3.245979260951981
413,20700,3.2466766776193086
414,20750,3.2448388591806694
415,20800,3.2446868122258037
416,20850,3.244597170743421
417,20900,3.2426900689533045
418,20950,3.2425620890755598
419,21000,3.2444362646491984
420,21050,3.242269585899016
421,21100,3.243048706401848
422,21150,3.243397338634478
423,21200,3.2413191852825154
424,21250,3.2393155705520456
425,21300,3.2397159251833436
426,21350,3.238268664988019
427,21400,3.238347314661962
428,21450,3.2375491935459464
429,21500,3.2398490453881377
430,21550,3.238142194575212
431,21600,3.240618721102175
432,21650,3.2401609459209286
433,21700,3.2391399337945055
434,21750,3.23787130543465
435,21800,3.2379649379059567
436,21850,3.236314406840283
437,21900,3.2354048787251974
438,21950,3.2342587269464182
439,22000,3.2326649848712528
440,22050,3.2325450195169596
441,22100,3.2334234116521943
442,22150,3.2353201613675586
443,22200,3.235606711541294
444,22250,3.234871229393118
445,22300,3.237937860671619
446,22350,3.2382411759117145
447,22400,3.236532883324607
448,22450,3.2376994411278726
449,22500,3.2351591743942074
450,22550,3.232131514419794
451,22600,3.2296163752851066
452,22650,3.2303085400185334
453,22700,3.229763482117403
454,22750,3.233026803359629
455,22800,3.2317193204723447
456,22850,3.2307122761936222
457,22900,3.229545545825522
458,22950,3.2294431760815874
459,23000,3.2286138439663508
460,23050,3.2284201250711666
461,23100,3.2298582300978644
462,23150,3.2311597800641514
463,23200,3.2314563656086666
464,23250,3.231560559800944
465,23300,3.2308862455092724
466,23350,3.2314594869024265
467,23400,3.2302979984609896
468,23450,3.2288331607623766
469,23500,3.229740906471866
470,23550,3.2279960073906286
471,23600,3.2232516323059466
472,23650,3.2240259514726675
473,23700,3.226124652402464
474,23750,3.225704160791989
475,23800,3.221529739807308
476,23850,3.223049723995738
477,23900,3.2237490051355278
478,23950,3.2221023987708173
479,24000,3.224832769831886
480,24050,3.2221342562178354
481,24100,3.2211689817023603
482,24150,3.221251503797054
483,24200,3.221339288868109
484,24250,3.220370924220275
485,24300,3.219701021670367
486,24350,3.217563238839157
487,24400,3.221159325488449
488,24450,3.222912916655235
489,24500,3.2236134362242046
490,24550,3.22419345049918
491,24600,3.226293626241202
492,24650,3.2256787078544136
493,24700,3.2244813658348677
494,24750,3.2243200551011193
495,24800,3.2247760721977747
496,24850,3.2237723914392586
497,24900,3.2240522995857934
498,24950,3.2234636105950223
499,25000,3.2234919556093815
500,25050,3.2253102752130465
501,25100,3.2264692497784657
502,25150,3.2249909493700266
503,25200,3.2273838867954896
504,25250,3.228333431910187
505,25300,3.2276585694273345
506,25350,3.226635849835302
507,25400,3.225480151719763
508,25450,3.2267063027711558
509,25500,3.226923996489388
510,25550,3.225585204754772
511,25600,3.2231781909861055
512,25650,3.22447675940015
513,25700,3.222967298031569
514,25750,3.22455785491284
515,25800,3.2242963584031252
516,25850,3.225801468068691
517,25900,3.224222107782342
518,25950,3.222245955338655
519,26000,3.21999934198859
520,26050,3.220054748196015
521,26100,3.219647170478408
522,26150,3.2183058011047097
523,26200,3.22009840538101
524,26250,3.218252731161672
525,26300,3.216692134434074
526,26350,3.214396039113131
527,26400,3.215550852505005
528,26450,3.2181008484411455
529,26500,3.219183433450525
530,26550,3.219833811602229
531,26600,3.2199299091696814
532,26650,3.218496631404557
533,26700,3.219287471803915
534,26750,3.217902804170095
535,26800,3.2172789709373313
536,26850,3.215564425687481
537,26900,3.2143114305398788
538,26950,3.216669606073894
539,27000,3.2170236628547846
540,27050,3.217606774333456
541,27100,3.216663745507189
542,27150,3.2159305987208566
543,27200,3.2144983356584196
544,27250,3.2148511575540017
545,27300,3.218515288314834
546,27350,3.2201674121132293
547,27400,3.220922385888601
548,27450,3.2205297506652246
549,27500,3.219538725420413
550,27550,3.2179732007074566
551,27600,3.218428287827091
552,27650,3.2181834031544425
553,27700,3.2179200722886643
554,27750,3.219738825073286
555,27800,3.2206935674745365
556,27850,3.220518444925325
557,27900,3.222884795192892
558,27950,3.222667933780261
559,28000,3.2210309024257393
560,28050,3.218912047638705
561,28100,3.219589826052627
562,28150,3.2189156341841634
563,28200,3.219376365732187
564,28250,3.222204089488378
565,28300,3.2237435652564628
566,28350,3.2233019541172028
567,28400,3.223547015492442
568,28450,3.2236492950046274
569,28500,3.222592913040729
570,28550,3.219821546549959
571,28600,3.2223329671833665
572,28650,3.2228460350122847
573,28700,3.221906006652674
574,28750,3.2227272239196836
575,28800,3.2226502657370286
576,28850,3.222072216184168
577,28900,3.221572856988814
578,28950,3.2206885011039357
579,29000,3.2201227630005325
580,29050,3.217929659607282
581,29100,3.218290436428569
582,29150,3.2203302843769026
583,29200,3.219516846419491
584,29250,3.221234305435304
585,29300,3.221689876746512
586,29350,3.2204330714085323
587,29400,3.221400901974183
588,29450,3.2207615619846033
589,29500,3.220111146298094
590,29550,3.2200556202887567
591,29600,3.219397347101403
592,29650,3.220981818289739
593,29700,3.2211161570885385
594,29750,3.2205203135408427
595,29800,3.221212638024925
596,29850,3.219978099593783
597,29900,3.221272335594984
598,29950,3.220635188329502
599,30000,3.219199809950841
600,30050,3.2182657541069757
601,30100,3.21776432904025
602,30150,3.2175995462823748
603,30200,3.219110519537239
604,30250,3.21755088527411
605,30300,3.21905844636566
606,30350,3.217876334385927
607,30400,3.217288865485369
608,30450,3.2159470474074223
609,30500,3.2149637423300654
610,30550,3.2125436677150394
611,30600,3.2130051693591817
612,30650,3.2124624291035415
613,30700,3.214140096026601
614,30750,3.212906265055826
615,30800,3.212302107557253
616,30850,3.215452284158529
617,30900,3.2139494988824655
618,30950,3.217622413635656
619,31000,3.2156997359704658
620,31050,3.2171572553611063
621,31100,3.2165860424059805
622,31150,3.218497120350287
623,31200,3.2215479935483256
624,31250,3.2217516912654345
625,31300,3.2214983599039124
626,31350,3.2215798211456366
627,31400,3.2234916679658205
628,31450,3.221625218434692
629,31500,3.221955619118951
630,31550,3.2196664678868943
631,31600,3.219774186727053
632,31650,3.2205315180053584
633,31700,3.2208182863159323
634,31750,3.21981441901709
635,31800,3.2183094058924233
636,31850,3.2182106769350085
637,31900,3.2159111185528
638,31950,3.2180393765285014
639,32000,3.2180481990582086
640,32050,3.217509919571241
641,32100,3.219110605493213
642,32150,3.216051679350039
643,32200,3.217054056561116
644,32250,3.215705597293212
645,32300,3.2150078097276364
646,32350,3.2158122091034147
647,32400,3.2146515917692993
648,32450,3.2151004424115652
649,32500,3.2145952122359085
650,32550,3.2146957072992506
651,32600,3.2141923027918535
652,32650,3.214066145739157
653,32700,3.2133471611427287
654,32750,3.2133186072747795
655,32800,3.212841707684748
656,32850,3.212451379330827
657,32900,3.2112990230979364
658,32950,3.211458677269052
659,33000,3.210443699198553
660,33050,3.2088373085569812
661,33100,3.2086453535463746
662,33150,3.2073582975306847
663,33200,3.2063621731666565
664,33250,3.205521876123645
665,33300,3.204196543632193
666,33350,3.2038786350349295
667,33400,3.2047567400973747
668,33450,3.2056909556804665
669,33500,3.206430643500191
670,33550,3.2079527559711427
671,33600,3.2053431852683874
672,33650,3.204859412411649
673,33700,3.202262470077286
674,33750,3.2037193851327768
675,33800,3.2031332419790344
676,33850,3.2005575826891395
677,33900,3.203303272615693
678,33950,3.202182980701425
679,34000,3.20080564560603
680,34050,3.2006355372235076
681,34100,3.2010955591416126
682,34150,3.200446975913322
683,34200,3.20015719465862
684,34250,3.1996492661039873
685,34300,3.1997671839981012
686,34350,3.198940953715465
687,34400,3.199058827500795
688,34450,3.1985973494937987
689,34500,3.197735216172019
690,34550,3.197278562984636
691,34600,3.1979681704006575
692,34650,3.1978989322324107
693,34700,3.1971776891871646
694,34750,3.1969755424475728
695,34800,3.195989882242107
696,34850,3.19554685717829
697,34900,3.195871338854668
698,34950,3.1936261128547883
699,35000,3.195726347942832
700,35050,3.195980440528999
701,35100,3.193737293088806
702,35150,3.194986134058873
703,35200,3.195566826062672
704,35250,3.195684101053244
705,35300,3.1965991476368227
706,35350,3.196387435123512
707,35400,3.1969980366272965
708,35450,3.197207561492796
709,35500,3.1968628591095953
710,35550,3.196956357734681
711,35600,3.1962917602166283
712,35650,3.1965109881323213
713,35700,3.1977695857665176
714,35750,3.198877595347237
715,35800,3.199220205617791
716,35850,3.19905508300352
717,35900,3.1993593988508673
718,35950,3.198774747589199
719,36000,3.200266115966342
720,36050,3.200661912491693
721,36100,3.2017774464532542
722,36150,3.200478380452462
723,36200,3.199070626137967
724,36250,3.19665976511093
725,36300,3.1967976126704096
726,36350,3.196161043106295
727,36400,3.1971815056268142
728,36450,3.1977402667077253
729,36500,3.19758296682856
730,36550,3.1979443178142564
731,36600,3.1980384354827653
732,36650,3.1991803068256295
733,36700,3.1982818715689785
734,36750,3.1982021452066185
735,36800,3.196944063659309
736,36850,3.195614913175304
737,36900,3.194495574712759
738,36950,3.194436684379051
739,37000,3.194157947222438
740,37050,3.1936066714584115
741,37100,3.1945040188830682
742,37150,3.1944633565076055
743,37200,3.1962976756344776
744,37250,3.19667190734798
745,37300,3.196721942529299
746,37350,3.19710721969435
747,37400,3.1982406312095506
748,37450,3.19761673984394
749,37500,3.197016114150263
750,37550,3.197787371274221
751,37600,3.1985593634299527
752,37650,3.1991775454015
753,37700,3.19999054907466
754,37750,3.199991272279681
755,37800,3.201113459689523
756,37850,3.20158086296621
757,37900,3.2014424613590107
758,37950,3.202263812867271
759,38000,3.2025884565335447
760,38050,3.2025331982312664
761,38100,3.201321573165859
762,38150,3.200638575898264
763,38200,3.199710763178325
764,38250,3.199119633948692
765,38300,3.196957130808927
766,38350,3.1980004725894284
767,38400,3.1964171679930633
768,38450,3.1970275030303954
769,38500,3.196566469958228
770,38550,3.1964071321933596
