,Nb_iterations,Call_down_and_in
373,18700,0.22878045677657818
374,18750,0.22862027937371057
375,18800,0.22818544001636046
376,18850,0.227956580997879
377,18900,0.22833970146556448
378,18950,0.22799348348886808
379,19000,0.22842443048703284
380,19050,0.22782489129940284
381,19100,0.22841568314493857
382,19150,0.22789702282184135
383,19200,0.22783877660813912
384,19250,0.22757802518542952
385,19300,0.2282730816979707
386,19350,0.2287225337873978
387,19400,0.22813893939489552
388,19450,0.22794523240623113
389,19500,0.2281489968781947
390,19550,0.22974668035919624
391,19600,0.22957973692811973
392,19650,0.2294775292641201
393,19700,0.2292525946780607
394,19750,0.23028643619719796
395,19800,0.22993219533436476
396,19850,0.23005937495315165
397,19900,0.23101574518657061
398,19950,0.23043675835652908
399,20000,0.22986066646063774
400,20050,0.2297828488261008
401,20100,0.22981480207954844
402,20150,0.2294327407381511
403,20200,0.22909356849754475
404,20250,0.22856376445589843
405,20300,0.22829876481847713
406,20350,0.22824410288795083
407,20400,0.22805754832402628
408,20450,0.22892223323197838
409,20500,0.2287275500835961
410,20550,0.22897947064327562
411,20600,0.22884897239218147
412,20650,0.2290224762917761
413,20700,0.2299328530075499
414,20750,0.23014171250691168
415,20800,0.229975939270073
416,20850,0.22977099587712124
417,20900,0.22988530329453707
418,20950,0.229365859961142
419,21000,0.22940208301031748
420,21050,0.22907321602747535
421,21100,0.22870002913113535
422,21150,0.22848973581481655
423,21200,0.2293455371601636
424,21250,0.22880590060213968
425,21300,0.22934032222412057
426,21350,0.2296754875730524
427,21400,0.22949699722149544
428,21450,0.229160166459164
429,21500,0.22927582421814707
430,21550,0.229340532010378
431,21600,0.2295983090648883
432,21650,0.2300267202903122
433,21700,0.22949670480577233
434,21750,0.22896912617403492
435,21800,0.2295749190563807
436,21850,0.2295463011768342
437,21900,0.22929784758059973
438,21950,0.22966510913975965
439,22000,0.2305787535191305
440,22050,0.23097840840549302
441,22100,0.23144026643218846
442,22150,0.23091782790751084
443,22200,0.23039774270952096
444,22250,0.2312588746648154
445,22300,0.2321165134267958
446,22350,0.2332918353782259
447,22400,0.23305166844792852
448,22450,0.2325623738505308
449,22500,0.23221980758913074
450,22550,0.23267664161897766
451,22600,0.23247341185012713
452,22650,0.2324346055737496
453,22700,0.2338715279810634
454,22750,0.2350684512202281
455,22800,0.2349567421854898
456,22850,0.2347777068841396
457,22900,0.23475727352553258
458,22950,0.23481643264970253
459,23000,0.23540927919028073
460,23050,0.23492304574997325
461,23100,0.234414554308956
462,23150,0.23586055656847046
463,23200,0.23596033712588468
464,23250,0.23626427981267684
465,23300,0.23641034583435372
466,23350,0.236018148146736
467,23400,0.23586409399413627
468,23450,0.23537256109350044
469,23500,0.23492719038608384
470,23550,0.23447184341795427
471,23600,0.2342358463051128
472,23650,0.23425484195933668
473,23700,0.23462432467237637
474,23750,0.23473780067006328
475,23800,0.23447888923611976
476,23850,0.23398731923772118
477,23900,0.2337345279749676
478,23950,0.23381404711174977
479,24000,0.23453443266366286
480,24050,0.23414686014594763
481,24100,0.2338068594069693
482,24150,0.2340644958436211
483,24200,0.23397120305376048
484,24250,0.23348878820210325
485,24300,0.23333755946133766
486,24350,0.23433516172183702
487,24400,0.23468391355445037
488,24450,0.2345045538019736
489,24500,0.2343396886152407
490,24550,0.23430839901943948
491,24600,0.23405686596269337
492,24650,0.2338825222542025
493,24700,0.23359716500589878
494,24750,0.23388334649673706
495,24800,0.2336334408255369
496,24850,0.23386867877467785
497,24900,0.23435734957061632
498,24950,0.23429940533763122
499,25000,0.23430583784026499
500,25050,0.23433997275585908
501,25100,0.23448096897028825
502,25150,0.23424082556954198
503,25200,0.23386184768744805
504,25250,0.23410250072090338
505,25300,0.23368384917719867
506,25350,0.2333720844500344
507,25400,0.23501002169947782
508,25450,0.23527084269591253
509,25500,0.235581473371191
510,25550,0.23532286203372518
511,25600,0.2350155457854092
512,25650,0.234851058105014
513,25700,0.23472754823334688
514,25750,0.23515962785713906
515,25800,0.23537192331600407
516,25850,0.23528707565130194
517,25900,0.23483285349753494
518,25950,0.23517084796382876
519,26000,0.23538567204810976
520,26050,0.23540501706807923
521,26100,0.23540459069285607
522,26150,0.2355107136784942
523,26200,0.235225237885538
524,26250,0.23532396370253433
525,26300,0.235523408172795
526,26350,0.23540538498626334
527,26400,0.2351978193788418
528,26450,0.23543020190863204
529,26500,0.23549160638324032
530,26550,0.23562159682008998
531,26600,0.2353924894078727
532,26650,0.23508516629493356
533,26700,0.23488171274541333
534,26750,0.2347246331632894
535,26800,0.23476540387316042
536,26850,0.23458052751787678
537,26900,0.23480488782340705
538,26950,0.23453027760646047
539,27000,0.2349363153883595
540,27050,0.23476997235739913
541,27100,0.23462565283619397
542,27150,0.23425199285536424
543,27200,0.23399763878922533
544,27250,0.23388888262786273
545,27300,0.2338090461597245
546,27350,0.2345202736802723
547,27400,0.23441650745920006
548,27450,0.23436027089996406
549,27500,0.23421617493152416
550,27550,0.23398930363707796
551,27600,0.23363839604722592
552,27650,0.23404685246470064
553,27700,0.2342072727584748
554,27750,0.23419737832973894
555,27800,0.23395099462226823
556,27850,0.23416741231584937
557,27900,0.23417472561811975
558,27950,0.2338358640879116
559,28000,0.23382494237684623
560,28050,0.23340814212305508
561,28100,0.23354766031809418
562,28150,0.23325347175376177
563,28200,0.2330315319499532
564,28250,0.23332939160924246
565,28300,0.23309641628658184
566,28350,0.23302778308559802
567,28400,0.2327090802103303
568,28450,0.23250260707125084
569,28500,0.2328482585659828
570,28550,0.23300067830178142
571,28600,0.23262159256589984
572,28650,0.23269033978155798
573,28700,0.23231047210914946
574,28750,0.23237617492199877
575,28800,0.2324969562365745
576,28850,0.23259295560444437
577,28900,0.23317198545265005
578,28950,0.23276927045186827
579,29000,0.23287960697236468
580,29050,0.23267143984874628
581,29100,0.23240786957230558
582,29150,0.2331002419350283
583,29200,0.2327157789637047
584,29250,0.2325524973059384
585,29300,0.2321556500409112
586,29350,0.2318081639388591
587,29400,0.2318026089513799
588,29450,0.23221678423130457
589,29500,0.23229125496037997
590,29550,0.23258247374702284
591,29600,0.23248904345253818
592,29650,0.23254913894174692
593,29700,0.23245182347504348
594,29750,0.23243882632190507
595,29800,0.23235910012507296
596,29850,0.23238241339061724
597,29900,0.23223042108605738
598,29950,0.23207662347305127
599,30000,0.23231388466721145
600,30050,0.23201978882496221
601,30100,0.23166964720106015
602,30150,0.23244546904291846
603,30200,0.23206062555112555
604,30250,0.23258941038371447
605,30300,0.2328572079813433
606,30350,0.23295918588071315
607,30400,0.2325760293249883
608,30450,0.23271208573003607
609,30500,0.23233209023949752
610,30550,0.23199338147897902
611,30600,0.2316220566054903
612,30650,0.23159302501536544
613,30700,0.23162606340143868
614,30750,0.23149692130934976
615,30800,0.23112430367559106
616,30850,0.23108596040789092
617,30900,0.2307120349056128
618,30950,0.23038241006645446
619,31000,0.23043970426737487
620,31050,0.2300686258386029
621,31100,0.23006297360078068
622,31150,0.23008436910052849
623,31200,0.22971564415004686
624,31250,0.22969198010027608
625,31300,0.22996338386473983
626,31350,0.22983263978098925
627,31400,0.22981447933936394
628,31450,0.2302481894053487
629,31500,0.23045660170504634
630,31550,0.2306764146925637
631,31600,0.2305088652379642
632,31650,0.23027605332837978
633,31700,0.23038447403851042
634,31750,0.23056709463947603
635,31800,0.23042839961082004
636,31850,0.23037634009451002
637,31900,0.23020608052880748
638,31950,0.2304194877149849
639,32000,0.23025491608634457
640,32050,0.22990828233392846
641,32100,0.22977912187598984
642,32150,0.22975884554163817
643,32200,0.22948223713470134
644,32250,0.22944059025190094
645,32300,0.22911501790780234
646,32350,0.2294392651512512
647,32400,0.22923217392748554
648,32450,0.22941348877144535
649,32500,0.2293468820407628
650,32550,0.22991177298963653
651,32600,0.22955914757094079
652,32650,0.22965401915850922
653,32700,0.2298648911143196
654,32750,0.23013846072814315
655,32800,0.23021196585863812
656,32850,0.22986156712825967
657,32900,0.22974822084355973
658,32950,0.22939958924895643
659,33000,0.22905201411373075
660,33050,0.22870549064305945
661,33100,0.22859316196084703
662,33150,0.22866509585759673
663,33200,0.22853319971462224
664,33250,0.22863653764860215
665,33300,0.22853925905706154
666,33350,0.22824720602134682
667,33400,0.2287017500455001
668,33450,0.22921923345357612
669,33500,0.2293761929441648
670,33550,0.22903435062979197
671,33600,0.22885035295239103
672,33650,0.22871618601135163
673,33700,0.22980706416880678
674,33750,0.2295576723247633
675,33800,0.22923992659299366
676,33850,0.22893461940042703
677,33900,0.22867915465995847
678,33950,0.2284192565822154
679,34000,0.22853664744840735
680,34050,0.22861872930732707
681,34100,0.22864546630530733
682,34150,0.22873356108844795
683,34200,0.22856781190386782
684,34250,0.22912784991544133
685,34300,0.22933303734891114
686,34350,0.22922179066859166
687,34400,0.2292911159159368
688,34450,0.22920383941172817
689,34500,0.2291536997711683
690,34550,0.22936203675301148
691,34600,0.22921518027860063
692,34650,0.229401979597109
693,34700,0.22915467966252262
694,34750,0.22939979618010975
695,34800,0.22918056123926844
696,34850,0.22888130811935462
697,34900,0.228853221939887
698,34950,0.22871934509559458
699,35000,0.22841137340982562
700,35050,0.22842164817712585
701,35100,0.22824908588059334
702,35150,0.22880591229053632
703,35200,0.22879312526952825
704,35250,0.22891709867780347
705,35300,0.22924025332041473
706,35350,0.2293812888030388
707,35400,0.229433965180571
708,35450,0.22947822703451343
709,35500,0.22983758716384445
710,35550,0.2296742686193251
711,35600,0.2297681860349896
712,35650,0.22954420423815997
713,35700,0.22928459469316942
714,35750,0.2290425314313513
715,35800,0.22949553918069804
716,35850,0.22952398804126894
717,35900,0.22938257497014156
718,35950,0.2293534129956362
719,36000,0.22968801652760343
720,36050,0.22936944785003394
721,36100,0.2293981359365024
722,36150,0.22963487434935334
723,36200,0.22931769910853936
724,36250,0.22963145639382435
725,36300,0.2294940429988291
726,36350,0.2294505658034291
727,36400,0.22987321947392278
728,36450,0.22991945862075774
729,36500,0.22993469764629196
730,36550,0.22992431292283205
731,36600,0.22984852173213394
732,36650,0.2297884194457988
733,36700,0.22947535620404702
734,36750,0.22959153675696975
735,36800,0.22959900294800503
736,36850,0.22995662016032153
737,36900,0.23040126997185525
738,36950,0.23116765526927133
739,37000,0.23085526654593447
740,37050,0.2307732529708288
741,37100,0.23046223780509995
742,37150,0.2302269162122971
743,37200,0.23037972274683355
744,37250,0.23044816033383606
745,37300,0.23013924859076124
746,37350,0.22999405808837853
747,37400,0.2300857152598956
748,37450,0.23018682343912406
749,37500,0.22987990767453856
750,37550,0.23041135114544692
751,37600,0.23074363865213068
752,37650,0.23067341468180413
753,37700,0.23102846407661445
754,37750,0.23143342853640633
755,37800,0.23156846032741138
756,37850,0.23132605722154578
757,37900,0.23141900618009073
758,37950,0.23123865651814457
759,38000,0.23115568641772977
760,38050,0.2308519338731598
761,38100,0.2309757518364626
762,38150,0.23111477982409992
763,38200,0.23093772063653265
764,38250,0.23063584126315156
765,38300,0.2303347500865678
766,38350,0.23077684332242207
767,38400,0.23047635264101268
768,38450,0.23030398884418707
769,38500,0.23056494137232406
770,38550,0.23027382136198937
771,38600,0.23037680523451642
772,38650,0.23076605437147826
773,38700,0.23069594303923907
774,38750,0.23049107060817017
775,38800,0.2304152350932641
776,38850,0.23021331563011596
777,38900,0.23003745720643984
778,38950,0.23004003773166767
779,39000,0.2300713987498916
780,39050,0.23009685468810884
781,39100,0.22996917323137014
782,39150,0.23019650327945154
783,39200,0.23076677012669972
784,39250,0.2312645671621888
785,39300,0.23102653153265587
786,39350,0.23073297812537166
787,39400,0.2308119660585347
788,39450,0.2309139379120305
789,39500,0.23086508719983384
790,39550,0.23083112702581945
791,39600,0.23068616589247476
792,39650,0.23077926123145268
793,39700,0.23073206476855962
794,39750,0.23051526235619124
795,39800,0.23039327989857383
796,39850,0.2304346230077673
797,39900,0.23017345795143213
798,39950,0.23068526897503677
799,40000,0.2305851611189778
800,40050,0.23042119660571173
801,40100,0.23032078657154176
802,40150,0.23006098048885823
803,40200,0.22998193428007793
804,40250,0.2298540199072796
805,40300,0.22974771578786266
806,40350,0.22954637581358942
807,40400,0.22998417993861828
808,40450,0.22990610155763055
809,40500,0.22967734880579793
810,40550,0.23006018917949445
811,40600,0.23040018413388816
812,40650,0.23020620514445206
813,40700,0.2304394587509336
814,40750,0.2303762214244584
815,40800,0.23047513460439792
816,40850,0.2301930352964366
817,40900,0.2303549888028458
818,40950,0.2303674160417105
819,41000,0.2301845814875278
820,41050,0.2302464188348295
821,41100,0.23020649264100393
822,41150,0.22998959437951516
823,41200,0.2300953098773685
824,41250,0.2298952134458572
825,41300,0.22986813066723355
826,41350,0.23011672499947708
827,41400,0.22983880624947772
828,41450,0.2296559259364662
829,41500,0.2294881981359711
830,41550,0.2296861729544186
831,41600,0.22976846672133663
832,41650,0.2295816288232856
833,41700,0.22966364537139736
834,41750,0.2294653479306462
835,41800,0.22933021564023431
836,41850,0.2292982672542976
837,41900,0.22911421410267302
838,41950,0.22931923735139179
839,42000,0.22911031287692693
840,42050,0.22883788682118741
841,42100,0.22885680169244996
842,42150,0.22859435577951437
843,42200,0.2285970256680323
844,42250,0.22848024349106283
845,42300,0.22866953551998853
846,42350,0.2285393424827026
847,42400,0.22830084330181746
848,42450,0.22834823787060762
849,42500,0.22841696962872263
850,42550,0.228438730629945
851,42600,0.2284763764943352
852,42650,0.22837169170161034
853,42700,0.22827963191769762
854,42750,0.22845773786407544
855,42800,0.2289002974192424
856,42850,0.22887328643635613
857,42900,0.22913758467706877
858,42950,0.2290610275687979
859,43000,0.22916591861682617
860,43050,0.2292460254775488
861,43100,0.2293414875518412
862,43150,0.22913261140520602
863,43200,0.2291312078260565
864,43250,0.22933366585082965
865,43300,0.22928849842977936
866,43350,0.22965160792592632
867,43400,0.2298522513033803
868,43450,0.22990042851234502
869,43500,0.2296938564779134
870,43550,0.22947481010968457
871,43600,0.22928573721802079
872,43650,0.2290230960528226
873,43700,0.22897220440525282
874,43750,0.22909333532132978
875,43800,0.22883181324904514
876,43850,0.2285818401570744
877,43900,0.228511313322644
878,43950,0.2288495284026245
879,44000,0.22869268519210997
880,44050,0.22845980753718143
881,44100,0.2287319321511115
882,44150,0.2284920982722786
883,44200,0.2288463388789549
884,44250,0.22912569167288943
885,44300,0.22914916363804433
886,44350,0.22919372653329603
887,44400,0.229335118994927
888,44450,0.22927980815904403
889,44500,0.22971820050981975
890,44550,0.2296775691404201
891,44600,0.22994177764066706
892,44650,0.23016704343880276
893,44700,0.23010168587063534
894,44750,0.22990050578929408
895,44800,0.22982574892077035
896,44850,0.22987791683809355
897,44900,0.22983030871995233
898,44950,0.22988871501739377
899,45000,0.22966496590976324
900,45050,0.22963985403574091
901,45100,0.2295615924778723
902,45150,0.22969296508745926
903,45200,0.22943887994908818
904,45250,0.22921882744688485
905,45300,0.22944947611589284
906,45350,0.22939695760322384
907,45400,0.2295309891601057
908,45450,0.22930830755605508
909,45500,0.22919302025733976
910,45550,0.22954882138431637
911,45600,0.22950822024875947
912,45650,0.22925684213238623
913,45700,0.2293691654175271
914,45750,0.22926155794545766
915,45800,0.22946332092285315
916,45850,0.22925861202807316
917,45900,0.22943421955896873
918,45950,0.22932059335838623
919,46000,0.22921353497558516
920,46050,0.22950767410103734
921,46100,0.22970526853309192
922,46150,0.22999088036236887
923,46200,0.22975272102383643
924,46250,0.22970767205630985
925,46300,0.22957150855942576
926,46350,0.2298509328981892
927,46400,0.23014337853442554
928,46450,0.23041174003156592
929,46500,0.23017498135883077
930,46550,0.2300258568976362
931,46600,0.23038399772711132
932,46650,0.23014697480433213
933,46700,0.23011663840811622
934,46750,0.23029905896910832
935,46800,0.2307477052495369
936,46850,0.23080124363350044
937,46900,0.230597717973262
938,46950,0.2304726423983555
939,47000,0.23043825477651217
940,47050,0.23030526479890434
941,47100,0.23046299367088677
942,47150,0.23021860025235985
943,47200,0.2299960578714195
944,47250,0.22975267579959788
945,47300,0.22978784418607212
946,47350,0.2296088845386308
947,47400,0.22950328348520596
948,47450,0.22968591091640106
949,47500,0.22944413627333118
950,47550,0.22935007612402283
951,47600,0.2291091621785144
952,47650,0.2297099127974827
953,47700,0.22966406775001041
954,47750,0.22980390251915084
955,47800,0.2296049062790924
956,47850,0.229478401667411
957,47900,0.22942868066707678
958,47950,0.22935659719046458
959,48000,0.22936246676109956
960,48050,0.22936664850794533
961,48100,0.22938269193259472
962,48150,0.22946297063886245
963,48200,0.22928049023389094
964,48250,0.2291912899829501
965,48300,0.22952836161315548
966,48350,0.22940202138461696
967,48400,0.22927870472235085
968,48450,0.22918601550755122
969,48500,0.22911491070208342
970,48550,0.22887895301855912
971,48600,0.22884015113960832
972,48650,0.2286116048548871
973,48700,0.22838007390374682
974,48750,0.22855579887658442
975,48800,0.22863530702860224
976,48850,0.22857414258779193
977,48900,0.2285172153440767
978,48950,0.22844189065792378
979,49000,0.22854525314231836
980,49050,0.22896523368665694
981,49100,0.228959312561029
982,49150,0.22887195804248295
983,49200,0.22920907768737608
984,49250,0.22904370191495427
985,49300,0.22922751286349538
986,49350,0.22951167238972195
987,49400,0.22989728226751432
988,49450,0.23026619238659393
989,49500,0.2300680122720173
990,49550,0.2303734594715461
991,49600,0.23028530508752024
992,49650,0.23024994249566094
993,49700,0.23006583494569285
994,49750,0.2300060270291661
995,49800,0.23001047963260238
996,49850,0.22996735856058248
997,49900,0.23020419826332697
998,49950,0.2300006009371448
